,SimSec(s),StartTime(s),EndTime(s),QUEUE_LENGTH,OBJ_DETECT_REQ,MISSED_REQ,CPU_USAGE(%),MEM_USAGE(%),WAITING_IN_QUEUE(s),IMAGE_LOAD(s),OBJECT_DETECT(s)
0,0.0,1723988417.6467116,1723988417.7340407,0,0,0,69.1,2.02,0.0,0.0,0.0
1,0.09,1723988417.7340665,1723988417.8207834,0,0,0,69.1,2.02,0.0,0.0,0.0
2,0.18,1723988417.8208046,1723988417.9087157,0,0,0,69.1,2.02,0.0,0.0,0.0
3,0.27,1723988417.9087367,1723988417.996312,0,0,0,69.1,2.02,0.0,0.0,0.0
4,0.36,1723988417.9963336,1723988418.0847876,0,0,0,69.1,2.02,0.0,0.0,0.0
5,0.45,1723988418.0848095,1723988418.170938,0,0,0,69.1,2.02,0.0,0.0,0.0
6,0.54,1723988418.1709611,1723988418.2574885,0,0,0,69.1,2.02,0.0,0.0,0.0
7,0.63,1723988418.2575128,1723988418.3455665,0,0,0,69.1,2.02,0.0,0.0,0.0
8,0.72,1723988418.3455873,1723988418.4326546,0,0,0,69.1,2.02,0.0,0.0,0.0
9,0.81,1723988418.4326782,1723988418.5202496,0,0,0,69.1,2.02,0.0,0.0,0.0
10,0.9,1723988418.5202746,1723988418.6081476,0,0,0,69.1,2.02,0.0,0.0,0.0
11,0.99,1723988418.60817,1723988418.6935818,0,0,0,69.1,2.02,0.0,0.0,0.0
12,1.08,1723988418.693604,1723988418.7816079,0,0,0,69.1,2.02,0.0,0.0,0.0
13,1.17,1723988418.7816298,1723988418.8688264,0,0,0,69.1,2.02,0.0,0.0,0.0
14,1.26,1723988418.868849,1723988418.9566092,0,0,0,69.1,2.02,0.0,0.0,0.0
15,1.35,1723988418.95663,1723988419.044213,0,0,0,69.1,2.02,0.0,0.0,0.0
16,1.44,1723988419.0442352,1723988419.1318133,0,0,0,69.1,2.02,0.0,0.0,0.0
17,1.53,1723988419.1318352,1723988419.218089,0,0,0,69.1,2.02,0.0,0.0,0.0
18,1.62,1723988419.2181118,1723988419.3056638,0,0,0,69.1,2.02,0.0,0.0,0.0
19,1.71,1723988419.305686,1723988419.3924572,0,0,0,69.1,2.02,0.0,0.0,0.0
20,1.8,1723988419.3924997,1723988419.48477,0,0,0,69.1,2.02,0.0,0.0,0.0
21,1.89,1723988419.4848123,1723988419.578099,0,0,0,69.1,2.02,0.0,0.0,0.0
22,1.98,1723988419.5781214,1723988419.66571,0,0,0,69.1,2.02,0.0,0.0,0.0
23,2.07,1723988419.6657333,1723988419.7546625,0,0,0,69.1,2.02,0.0,0.0,0.0
24,2.16,1723988419.7546816,1723988419.8420722,0,0,0,69.1,2.02,0.0,0.0,0.0
25,2.25,1723988419.8420942,1723988419.9287548,0,0,0,69.1,2.02,0.0,0.0,0.0
26,2.34,1723988419.928778,1723988420.0166292,0,0,0,69.1,2.02,0.0,0.0,0.0
27,2.43,1723988420.0166497,1723988420.1029644,0,0,0,69.1,2.02,0.0,0.0,0.0
28,2.52,1723988420.102988,1723988420.18976,0,0,0,69.1,2.02,0.0,0.0,0.0
29,2.61,1723988420.1897824,1723988420.2775743,0,0,0,69.1,2.02,0.0,0.0,0.0
30,2.7,1723988420.2775986,1723988420.365815,0,0,0,69.1,2.02,0.0,0.0,0.0
31,2.79,1723988420.3658397,1723988420.4538515,0,0,0,69.1,2.02,0.0,0.0,0.0
32,2.88,1723988420.4538748,1723988420.5411785,0,0,0,69.1,2.02,0.0,0.0,0.0
