,SimSec(s),StartTime(s),EndTime(s),QUEUE_LENGTH,OBJ_DETECT_REQ,MISSED_REQ,CPU_USAGE(%),MEM_USAGE(%),WAITING_IN_QUEUE(s),IMAGE_LOAD(s),OBJECT_DETECT(s)
0,0.0,1723955824.3491564,1723955824.4386876,0,0,0,80.8,1.96,0.0,0.0,0.0
1,0.09,1723955824.438706,1723955824.5259373,0,0,0,81.6,1.96,0.0,0.0,0.0
2,0.18,1723955824.5259542,1723955824.6139443,0,0,0,70.7,1.96,0.0,0.0,0.0
3,0.27,1723955824.6139612,1723955824.701828,0,0,0,71.2,1.96,0.0,0.0,0.0
4,0.36,1723955824.7018456,1723955824.789831,0,0,0,72.0,1.96,0.0,0.0,0.0
5,0.45,1723955824.789848,1723955824.8781214,0,0,0,72.5,1.96,0.0,0.0,0.0
6,0.54,1723955824.8781402,1723955824.966024,0,0,0,73.4,1.96,0.0,0.0,0.0
7,0.63,1723955824.9660416,1723955825.0542157,0,0,0,74.0,1.96,0.0,0.0,0.0
8,0.72,1723955825.0542438,1723955825.1419344,0,0,0,74.7,1.96,0.0,0.0,0.0
9,0.81,1723955825.1419525,1723955825.2298384,0,0,0,75.2,1.96,0.0,0.0,0.0
10,0.9,1723955825.2298574,1723955825.3180583,0,0,0,76.1,1.96,0.0,0.0,0.0
11,0.99,1723955825.3180764,1723955825.4063344,0,0,0,76.7,1.96,0.0,0.0,0.0
12,1.08,1723955825.4063551,1723955825.494242,0,0,0,77.4,1.96,0.0,0.0,0.0
13,1.17,1723955825.494261,1723955825.5822437,0,0,0,68.2,1.96,0.0,0.0,0.0
14,1.26,1723955825.5822647,1723955825.670358,0,0,0,69.0,1.96,0.0,0.0,0.0
15,1.35,1723955825.6703758,1723955825.758077,0,0,0,69.6,1.96,0.0,0.0,0.0
16,1.44,1723955825.7580972,1723955825.845927,0,0,0,70.2,1.96,0.0,0.0,0.0
17,1.53,1723955825.845948,1723955825.933516,0,0,0,70.8,1.96,0.0,0.0,0.0
18,1.62,1723955825.9335349,1723955826.022241,0,0,0,71.3,1.96,0.0,0.0,0.0
19,1.71,1723955826.0222597,1723955826.1092107,0,0,0,71.8,1.96,0.0,0.0,0.0
