,SimSec(s),StartTime(s),EndTime(s),QUEUE_LENGTH,OBJ_DETECT_REQ,MISSED_REQ,CPU_USAGE(%),MEM_USAGE(%),WAITING_IN_QUEUE(s),IMAGE_LOAD(s),OBJECT_DETECT(s)
0,0.0,1723912255.7361035,1723912255.8180687,0,0,0,77.1,2.02,0.0,0.0,0.0
1,0.08,1723912255.818092,1723912255.901667,0,0,0,77.1,2.02,0.0,0.0,0.0
2,0.16,1723912255.9016883,1723912255.9858375,0,0,0,77.1,2.02,0.0,0.0,0.0
3,0.24,1723912255.985858,1723912256.0703294,0,0,0,77.1,2.02,0.0,0.0,0.0
4,0.32,1723912256.070349,1723912256.1548243,0,0,0,77.1,2.02,0.0,0.0,0.0
5,0.4,1723912256.154846,1723912256.239647,0,0,0,77.1,2.02,0.0,0.0,0.0
6,0.48,1723912256.2396681,1723912256.3229373,0,0,0,77.1,2.02,0.0,0.0,0.0
7,0.56,1723912256.3229587,1723912256.406654,0,0,0,77.1,2.02,0.0,0.0,0.0
8,0.64,1723912256.4066753,1723912256.4903512,0,0,0,77.1,2.02,0.0,0.0,0.0
9,0.72,1723912256.490372,1723912256.5745194,0,0,0,77.1,2.02,0.0,0.0,0.0
10,0.8,1723912256.5745394,1723912256.6591043,0,0,0,77.1,2.02,0.0,0.0,0.0
11,0.88,1723912256.6591249,1723912256.743096,0,0,0,77.1,2.02,0.0,0.0,0.0
12,0.96,1723912256.7431161,1723912256.8267334,0,0,0,77.1,2.02,0.0,0.0,0.0
13,1.04,1723912256.8267546,1723912256.91056,0,0,0,77.1,2.02,0.0,0.0,0.0
14,1.12,1723912256.9105792,1723912256.9936101,0,0,0,77.1,2.02,0.0,0.0,0.0
15,1.2,1723912256.9936318,1723912257.0794058,0,0,0,77.1,2.02,0.0,0.0,0.0
16,1.29,1723912257.0794425,1723912257.1698723,0,0,0,77.1,2.02,0.0,0.0,0.0
17,1.38,1723912257.1698933,1723912257.2532108,0,0,0,77.1,2.02,0.0,0.0,0.0
18,1.46,1723912257.2532318,1723912257.3355958,0,0,0,77.1,2.02,0.0,0.0,0.0
19,1.54,1723912257.3356147,1723912257.4191198,0,0,0,77.1,2.02,0.0,0.0,0.0
20,1.62,1723912257.4191394,1723912257.5019855,0,0,0,77.1,2.02,0.0,0.0,0.0
21,1.7,1723912257.5020053,1723912257.5841842,0,0,0,77.1,2.02,0.0,0.0,0.0
22,1.78,1723912257.584205,1723912257.6675365,0,0,0,77.1,2.02,0.0,0.0,0.0
23,1.86,1723912257.667555,1723912257.7506268,0,0,0,77.1,2.02,0.0,0.0,0.0
24,1.94,1723912257.750645,1723912257.8338964,0,0,0,77.1,2.02,0.0,0.0,0.0
