,SimSec(s),StartTime(s),EndTime(s),QUEUE_LENGTH,OBJ_DETECT_REQ,MISSED_REQ,CPU_USAGE(%),MEM_USAGE(%),WAITING_IN_QUEUE(s),IMAGE_LOAD(s),OBJECT_DETECT(s)
0,0.0,1723915938.8938959,1723915938.9761803,0,0,0,74.1,2.02,0.0,0.0,0.0
1,0.08,1723915938.9762044,1723915939.059933,0,0,0,74.1,2.02,0.0,0.0,0.0
2,0.16,1723915939.0599532,1723915939.1446824,0,0,0,74.1,2.02,0.0,0.0,0.0
3,0.24,1723915939.1447198,1723915939.2357028,0,0,0,74.1,2.02,0.0,0.0,0.0
4,0.33,1723915939.2357228,1723915939.3199298,0,0,0,74.1,2.02,0.0,0.0,0.0
5,0.41,1723915939.3199515,1723915939.4045117,0,0,0,74.1,2.02,0.0,0.0,0.0
6,0.49,1723915939.404534,1723915939.4882536,0,0,0,74.1,2.02,0.0,0.0,0.0
7,0.57,1723915939.4882743,1723915939.5725143,0,0,0,74.1,2.02,0.0,0.0,0.0
8,0.65,1723915939.5725384,1723915939.656059,0,0,0,74.0,2.02,0.0,0.0,0.0
9,0.73,1723915939.6560817,1723915939.740257,0,0,0,74.0,2.02,0.0,0.0,0.0
10,0.81,1723915939.7402794,1723915939.8242173,0,0,0,74.0,2.02,0.0,0.0,0.0
11,0.89,1723915939.8242407,1723915939.9084678,0,0,0,74.0,2.02,0.0,0.0,0.0
12,0.97,1723915939.90849,1723915939.9937956,0,0,0,74.1,2.02,0.0,0.0,0.0
13,1.06,1723915939.9938166,1723915940.0783014,0,0,0,74.1,2.02,0.0,0.0,0.0
14,1.14,1723915940.0783226,1723915940.1631346,0,0,0,74.1,2.02,0.0,0.0,0.0
15,1.22,1723915940.1631758,1723915940.255526,0,0,0,74.1,2.02,0.0,0.0,0.0
16,1.31,1723915940.2555661,1723915940.34676,0,0,0,74.1,2.02,0.0,0.0,0.0
17,1.4,1723915940.3468006,1723915940.437589,0,0,0,74.1,2.02,0.0,0.0,0.0
18,1.49,1723915940.4376304,1723915940.528103,0,0,0,74.1,2.02,0.0,0.0,0.0
19,1.58,1723915940.5281446,1723915940.616402,0,0,0,74.0,2.02,0.0,0.0,0.0
20,1.67,1723915940.6164207,1723915940.689092,0,0,0,74.0,2.02,0.0,0.0,0.0
21,1.74,1723915940.6891112,1723915940.7618015,0,0,0,74.0,2.02,0.0,0.0,0.0
22,1.81,1723915940.7618332,1723915940.8428023,0,0,0,74.0,2.02,0.0,0.0,0.0
23,1.89,1723915940.8428261,1723915940.9272072,0,0,0,74.0,2.02,0.0,0.0,0.0
24,1.97,1723915940.9272287,1723915941.011041,0,0,0,74.0,2.02,0.0,0.0,0.0
25,2.05,1723915941.0110633,1723915941.0945594,0,0,0,74.0,2.02,0.0,0.0,0.0
26,2.13,1723915941.0945852,1723915941.178987,0,0,0,74.0,2.02,0.0,0.0,0.0
27,2.21,1723915941.1790092,1723915941.263175,0,0,0,74.0,2.02,0.0,0.0,0.0
28,2.29,1723915941.2631981,1723915941.3481877,0,0,0,74.1,2.02,0.0,0.0,0.0
29,2.37,1723915941.34821,1723915941.4321246,0,0,0,74.1,2.02,0.0,0.0,0.0
30,2.45,1723915941.4321475,1723915941.5160239,0,0,0,74.1,2.02,0.0,0.0,0.0
31,2.53,1723915941.516046,1723915941.6001258,0,0,0,74.0,2.02,0.0,0.0,0.0
32,2.61,1723915941.6001487,1723915941.6842663,0,0,0,74.0,2.02,0.0,0.0,0.0
33,2.69,1723915941.684288,1723915941.7680607,0,0,0,74.0,2.02,0.0,0.0,0.0
34,2.77,1723915941.768083,1723915941.8518367,0,0,0,74.0,2.02,0.0,0.0,0.0
35,2.85,1723915941.8518589,1723915941.93625,0,0,0,74.0,2.02,0.0,0.0,0.0
36,2.93,1723915941.9362767,1723915942.0199525,0,0,0,74.0,2.02,0.0,0.0,0.0
37,3.01,1723915942.0199761,1723915942.1044326,0,0,0,74.0,2.02,0.0,0.0,0.0
38,3.09,1723915942.104454,1723915942.1881788,0,0,0,74.0,2.02,0.0,0.0,0.0
39,3.17,1723915942.1882005,1723915942.2724144,0,0,0,74.0,2.02,0.0,0.0,0.0
40,3.25,1723915942.2724378,1723915942.355742,0,0,0,74.0,2.02,0.0,0.0,0.0
41,3.33,1723915942.3557653,1723915942.440154,0,0,0,74.0,2.02,0.0,0.0,0.0
