,SimSec(s),StartTime(s),EndTime(s),QUEUE_LENGTH,OBJ_DETECT_REQ,MISSED_REQ,CPU_USAGE(%),MEM_USAGE(%),WAITING_IN_QUEUE(s),IMAGE_LOAD(s),OBJECT_DETECT(s)
0,0.0,1723919622.318421,1723919622.4003208,0,0,0,72.3,2.02,0.0,0.0,0.0
1,0.08,1723919622.4003444,1723919622.4842381,0,0,0,72.3,2.02,0.0,0.0,0.0
2,0.16,1723919622.48426,1723919622.570712,0,0,0,72.3,2.02,0.0,0.0,0.0
3,0.25,1723919622.5707326,1723919622.656037,0,0,0,72.3,2.02,0.0,0.0,0.0
4,0.34,1723919622.6560578,1723919622.7403574,0,0,0,72.3,2.02,0.0,0.0,0.0
5,0.42,1723919622.7403772,1723919622.8249156,0,0,0,72.3,2.02,0.0,0.0,0.0
6,0.5,1723919622.8249364,1723919622.9100635,0,0,0,72.3,2.02,0.0,0.0,0.0
7,0.59,1723919622.9100864,1723919622.9947016,0,0,0,72.3,2.02,0.0,0.0,0.0
8,0.67,1723919622.9947236,1723919623.079554,0,0,0,72.3,2.02,0.0,0.0,0.0
9,0.75,1723919623.0795739,1723919623.163754,0,0,0,72.3,2.02,0.0,0.0,0.0
10,0.83,1723919623.163775,1723919623.2480204,0,0,0,72.3,2.02,0.0,0.0,0.0
11,0.91,1723919623.248041,1723919623.332094,0,0,0,72.3,2.02,0.0,0.0,0.0
12,0.99,1723919623.3321145,1723919623.416424,0,0,0,72.3,2.02,0.0,0.0,0.0
13,1.07,1723919623.4164436,1723919623.5014513,0,0,0,72.3,2.02,0.0,0.0,0.0
14,1.16,1723919623.5014913,1723919623.5945685,0,0,0,72.3,2.02,0.0,0.0,0.0
15,1.25,1723919623.5946043,1723919623.6878808,0,0,0,72.3,2.02,0.0,0.0,0.0
16,1.34,1723919623.6878998,1723919623.7726219,0,0,0,72.3,2.02,0.0,0.0,0.0
17,1.42,1723919623.7726424,1723919623.857631,0,0,0,72.3,2.02,0.0,0.0,0.0
18,1.5,1723919623.8576517,1723919623.9425707,0,0,0,72.3,2.02,0.0,0.0,0.0
19,1.58,1723919623.9425905,1723919624.0272164,0,0,0,72.3,2.02,0.0,0.0,0.0
20,1.66,1723919624.0272374,1723919624.1104727,0,0,0,72.3,2.02,0.0,0.0,0.0
21,1.74,1723919624.1104934,1723919624.1951652,0,0,0,72.3,2.02,0.0,0.0,0.0
22,1.82,1723919624.1951864,1723919624.279526,0,0,0,72.3,2.02,0.0,0.0,0.0
23,1.9,1723919624.279546,1723919624.363532,0,0,0,72.3,2.02,0.0,0.0,0.0
24,1.98,1723919624.3635542,1723919624.4491498,0,0,0,72.3,2.02,0.0,0.0,0.0
25,2.07,1723919624.4491699,1723919624.533941,0,0,0,72.3,2.02,0.0,0.0,0.0
26,2.15,1723919624.5339656,1723919624.618909,0,0,0,72.3,2.02,0.0,0.0,0.0
27,2.23,1723919624.6189282,1723919624.703933,0,0,0,72.3,2.02,0.0,0.0,0.0
28,2.32,1723919624.7039542,1723919624.7882743,0,0,0,72.3,2.02,0.0,0.0,0.0
29,2.4,1723919624.788295,1723919624.8723836,0,0,0,72.3,2.02,0.0,0.0,0.0
30,2.48,1723919624.8724067,1723919624.9565835,0,0,0,72.3,2.02,0.0,0.0,0.0
31,2.56,1723919624.9566045,1723919625.0410414,0,0,0,72.3,2.02,0.0,0.0,0.0
32,2.64,1723919625.0410602,1723919625.1254537,0,0,0,72.3,2.02,0.0,0.0,0.0
33,2.72,1723919625.1254756,1723919625.2103834,0,0,0,72.3,2.02,0.0,0.0,0.0
34,2.8,1723919625.210404,1723919625.2941382,0,0,0,72.3,2.02,0.0,0.0,0.0
35,2.88,1723919625.2941823,1723919625.37756,0,0,0,72.3,2.02,0.0,0.0,0.0
36,2.96,1723919625.3775856,1723919625.4661655,0,0,0,72.3,2.02,0.0,0.0,0.0
37,3.05,1723919625.4661899,1723919625.550428,0,0,0,72.3,2.02,0.0,0.0,0.0
38,3.13,1723919625.5504496,1723919625.6348796,0,0,0,72.3,2.02,0.0,0.0,0.0
39,3.21,1723919625.6349018,1723919625.7199218,0,0,0,72.3,2.02,0.0,0.0,0.0
40,3.3,1723919625.7199445,1723919625.8041568,0,0,0,72.3,2.02,0.0,0.0,0.0
41,3.38,1723919625.8041766,1723919625.888692,0,0,0,72.3,2.02,0.0,0.0,0.0
42,3.46,1723919625.888713,1723919625.9740384,0,0,0,72.3,2.02,0.0,0.0,0.0
43,3.55,1723919625.9740605,1723919626.0591369,0,0,0,72.3,2.02,0.0,0.0,0.0
44,3.64,1723919626.059157,1723919626.1429954,0,0,0,72.3,2.02,0.0,0.0,0.0
45,3.72,1723919626.143018,1723919626.2271678,0,0,0,72.3,2.02,0.0,0.0,0.0
46,3.8,1723919626.2271907,1723919626.3107533,0,0,0,72.3,2.02,0.0,0.0,0.0
47,3.88,1723919626.3107839,1723919626.3950627,0,0,0,72.3,2.02,0.0,0.0,0.0
48,3.96,1723919626.3950844,1723919626.4778836,0,0,0,72.3,2.02,0.0,0.0,0.0
49,4.04,1723919626.477905,1723919626.562821,0,0,0,72.3,2.02,0.0,0.0,0.0
50,4.12,1723919626.5628436,1723919626.647607,0,0,0,72.3,2.02,0.0,0.0,0.0
51,4.2,1723919626.6476283,1723919626.7315905,0,0,0,72.3,2.02,0.0,0.0,0.0
52,4.28,1723919626.7316132,1723919626.8163102,0,0,0,72.3,2.02,0.0,0.0,0.0
53,4.36,1723919626.8163319,1723919626.9006014,0,0,0,72.3,2.02,0.0,0.0,0.0
54,4.44,1723919626.9006424,1723919626.9928522,0,0,0,72.3,2.02,0.0,0.0,0.0
55,4.53,1723919626.9928756,1723919627.0849967,0,0,0,72.3,2.02,0.0,0.0,0.0
56,4.62,1723919627.0850363,1723919627.1749945,0,0,0,72.3,2.02,0.0,0.0,0.0
57,4.71,1723919627.1750138,1723919627.2462163,0,0,0,72.3,2.02,0.0,0.0,0.0
58,4.78,1723919627.2462356,1723919627.3184016,0,0,0,72.3,2.02,0.0,0.0,0.0
59,4.85,1723919627.3184397,1723919627.4014661,0,0,0,72.3,2.02,0.0,0.0,0.0
60,4.93,1723919627.401487,1723919627.486715,0,0,0,72.3,2.02,0.0,0.0,0.0
61,5.02,1723919627.4867392,1723919627.5716295,0,0,0,72.3,2.02,0.0,0.0,0.0
62,5.1,1723919627.5716522,1723919627.6568413,0,0,0,72.3,2.02,0.0,0.0,0.0
63,5.19,1723919627.6568627,1723919627.742111,0,0,0,72.3,2.02,0.0,0.0,0.0
64,5.28,1723919627.7421327,1723919627.8264568,0,0,0,72.3,2.02,0.0,0.0,0.0
65,5.36,1723919627.82648,1723919627.9145849,0,0,0,72.3,2.02,0.0,0.0,0.0
66,5.45,1723919627.9146068,1723919627.9995933,0,0,0,72.3,2.02,0.0,0.0,0.0
67,5.53,1723919627.9996142,1723919628.0836806,0,0,0,72.3,2.02,0.0,0.0,0.0
