,SimSec(s),StartTime(s),EndTime(s),QUEUE_LENGTH,OBJ_DETECT_REQ,MISSED_REQ,CPU_USAGE(%),MEM_USAGE(%),WAITING_IN_QUEUE(s),IMAGE_LOAD(s),OBJECT_DETECT(s)
0,0.0,1723944988.2932012,1723944988.3734024,0,0,0,75.6,2.02,0.0,0.0,0.0
1,0.08,1723944988.3734238,1723944988.455223,0,0,0,75.6,2.02,0.0,0.0,0.0
2,0.16,1723944988.4552433,1723944988.5386076,0,0,0,75.6,2.02,0.0,0.0,0.0
3,0.24,1723944988.5386279,1723944988.6215594,0,0,0,75.6,2.02,0.0,0.0,0.0
4,0.32,1723944988.6215804,1723944988.7032063,0,0,0,75.6,2.02,0.0,0.0,0.0
5,0.4,1723944988.7032256,1723944988.785221,0,0,0,75.6,2.02,0.0,0.0,0.0
6,0.48,1723944988.7852437,1723944988.8674784,0,0,0,75.6,2.02,0.0,0.0,0.0
7,0.56,1723944988.8674996,1723944988.9498115,0,0,0,75.6,2.02,0.0,0.0,0.0
8,0.64,1723944988.9498317,1723944989.030998,0,0,0,75.6,2.02,0.0,0.0,0.0
9,0.72,1723944989.0310194,1723944989.113682,0,0,0,75.6,2.02,0.0,0.0,0.0
10,0.8,1723944989.1137033,1723944989.1947126,0,0,0,75.6,2.02,0.0,0.0,0.0
11,0.88,1723944989.1947339,1723944989.2754588,0,0,0,75.6,2.02,0.0,0.0,0.0
12,0.96,1723944989.2754807,1723944989.3582711,0,0,0,75.6,2.02,0.0,0.0,0.0
13,1.04,1723944989.3582933,1723944989.4396713,0,0,0,75.6,2.02,0.0,0.0,0.0
14,1.12,1723944989.4396915,1723944989.522302,0,0,0,75.6,2.02,0.0,0.0,0.0
15,1.2,1723944989.5223236,1723944989.6049764,0,0,0,75.6,2.02,0.0,0.0,0.0
16,1.28,1723944989.604997,1723944989.6877673,0,0,0,75.6,2.02,0.0,0.0,0.0
17,1.36,1723944989.6878035,1723944989.775674,0,0,0,75.6,2.02,0.0,0.0,0.0
18,1.45,1723944989.775695,1723944989.8565037,0,0,0,75.6,2.02,0.0,0.0,0.0
19,1.53,1723944989.8565247,1723944989.9385471,0,0,0,75.6,2.02,0.0,0.0,0.0
20,1.61,1723944989.9385684,1723944990.0195777,0,0,0,75.6,2.02,0.0,0.0,0.0
21,1.69,1723944990.0195994,1723944990.1013699,0,0,0,75.6,2.02,0.0,0.0,0.0
22,1.77,1723944990.1013896,1723944990.1838377,0,0,0,75.6,2.02,0.0,0.0,0.0
23,1.85,1723944990.1838582,1723944990.2658868,0,0,0,75.6,2.02,0.0,0.0,0.0
24,1.93,1723944990.2659059,1723944990.3470697,0,0,0,75.6,2.02,0.0,0.0,0.0
25,2.01,1723944990.3470907,1723944990.4298804,0,0,0,75.6,2.02,0.0,0.0,0.0
26,2.09,1723944990.4299028,1723944990.5108714,0,0,0,75.6,2.02,0.0,0.0,0.0
27,2.17,1723944990.5108926,1723944990.5914447,0,0,0,75.6,2.02,0.0,0.0,0.0
28,2.25,1723944990.5914674,1723944990.6740332,0,0,0,75.6,2.02,0.0,0.0,0.0
29,2.33,1723944990.674055,1723944990.755102,0,0,0,75.6,2.02,0.0,0.0,0.0
30,2.41,1723944990.7551243,1723944990.8371923,0,0,0,75.6,2.02,0.0,0.0,0.0
31,2.49,1723944990.8372135,1723944990.919359,0,0,0,75.6,2.02,0.0,0.0,0.0
32,2.57,1723944990.919381,1723944991.0013258,0,0,0,75.6,2.02,0.0,0.0,0.0
33,2.65,1723944991.0013485,1723944991.0828598,0,0,0,75.6,2.02,0.0,0.0,0.0
34,2.73,1723944991.0828843,1723944991.1649592,0,0,0,75.6,2.02,0.0,0.0,0.0
35,2.81,1723944991.164981,1723944991.2469358,0,0,0,75.6,2.02,0.0,0.0,0.0
36,2.89,1723944991.246961,1723944991.3271534,0,0,0,75.6,2.02,0.0,0.0,0.0
37,2.97,1723944991.3271859,1723944991.4097416,0,0,0,75.6,2.02,0.0,0.0,0.0
38,3.05,1723944991.4097645,1723944991.4915338,0,0,0,75.6,2.02,0.0,0.0,0.0
39,3.13,1723944991.4915552,1723944991.5741768,0,0,0,75.6,2.02,0.0,0.0,0.0
40,3.21,1723944991.5742004,1723944991.655311,0,0,0,75.6,2.02,0.0,0.0,0.0
41,3.29,1723944991.6553357,1723944991.7372787,0,0,0,75.6,2.02,0.0,0.0,0.0
42,3.37,1723944991.7372997,1723944991.8190958,0,0,0,75.6,2.02,0.0,0.0,0.0
43,3.45,1723944991.819116,1723944991.900656,0,0,0,75.6,2.02,0.0,0.0,0.0
44,3.53,1723944991.9006777,1723944991.9826329,0,0,0,75.6,2.02,0.0,0.0,0.0
45,3.61,1723944991.9826562,1723944992.0638368,0,0,0,75.6,2.02,0.0,0.0,0.0
46,3.69,1723944992.0638585,1723944992.146094,0,0,0,75.6,2.02,0.0,0.0,0.0
47,3.77,1723944992.1461189,1723944992.228536,0,0,0,75.6,2.02,0.0,0.0,0.0
48,3.85,1723944992.2285564,1723944992.3094504,0,0,0,75.6,2.02,0.0,0.0,0.0
49,3.93,1723944992.3094733,1723944992.3909094,0,0,0,75.6,2.02,0.0,0.0,0.0
50,4.01,1723944992.390933,1723944992.4733062,0,0,0,75.6,2.02,0.0,0.0,0.0
51,4.09,1723944992.473327,1723944992.5552669,0,0,0,75.6,2.02,0.0,0.0,0.0
52,4.17,1723944992.5552905,1723944992.636989,0,0,0,75.6,2.02,0.0,0.0,0.0
53,4.25,1723944992.6370106,1723944992.7187934,0,0,0,75.6,2.02,0.0,0.0,0.0
54,4.33,1723944992.7188163,1723944992.8016,0,0,0,75.6,2.02,0.0,0.0,0.0
55,4.41,1723944992.8016205,1723944992.8827128,0,0,0,75.6,2.02,0.0,0.0,0.0
56,4.49,1723944992.8827353,1723944992.9634714,0,0,0,75.6,2.02,0.0,0.0,0.0
57,4.57,1723944992.9634917,1723944993.0457942,0,0,0,75.6,2.02,0.0,0.0,0.0
58,4.65,1723944993.0458167,1723944993.1268373,0,0,0,75.6,2.02,0.0,0.0,0.0
59,4.73,1723944993.126865,1723944993.2079563,0,0,0,75.6,2.02,0.0,0.0,0.0
60,4.81,1723944993.2079813,1723944993.2907832,0,0,0,75.6,2.02,0.0,0.0,0.0
