,SimSec(s),StartTime(s),EndTime(s),QUEUE_LENGTH,OBJ_DETECT_REQ,MISSED_REQ,CPU_USAGE(%),MEM_USAGE(%),WAITING_IN_QUEUE(s),IMAGE_LOAD(s),OBJECT_DETECT(s)
0,0.0,1723941358.8492148,1723941358.9304338,0,0,0,76.9,2.02,0.0,0.0,0.0
1,0.08,1723941358.930456,1723941359.0116332,0,0,0,76.9,2.02,0.0,0.0,0.0
2,0.16,1723941359.0116556,1723941359.092689,0,0,0,76.9,2.02,0.0,0.0,0.0
3,0.24,1723941359.0927105,1723941359.174232,0,0,0,76.9,2.02,0.0,0.0,0.0
4,0.32,1723941359.174253,1723941359.255453,0,0,0,76.9,2.02,0.0,0.0,0.0
5,0.4,1723941359.2554767,1723941359.337807,0,0,0,76.9,2.02,0.0,0.0,0.0
6,0.48,1723941359.3378294,1723941359.4184313,0,0,0,76.9,2.02,0.0,0.0,0.0
7,0.56,1723941359.4184546,1723941359.4988403,0,0,0,76.9,2.02,0.0,0.0,0.0
8,0.64,1723941359.498864,1723941359.5790608,0,0,0,76.9,2.02,0.0,0.0,0.0
9,0.72,1723941359.5790849,1723941359.661317,0,0,0,76.9,2.02,0.0,0.0,0.0
10,0.8,1723941359.6613383,1723941359.7427235,0,0,0,76.9,2.02,0.0,0.0,0.0
11,0.88,1723941359.7427492,1723941359.824654,0,0,0,76.9,2.02,0.0,0.0,0.0
12,0.96,1723941359.8246775,1723941359.906228,0,0,0,76.9,2.02,0.0,0.0,0.0
13,1.04,1723941359.9062517,1723941359.986839,0,0,0,76.9,2.02,0.0,0.0,0.0
14,1.12,1723941359.9868615,1723941360.0684674,0,0,0,76.9,2.02,0.0,0.0,0.0
15,1.2,1723941360.06849,1723941360.1510005,0,0,0,76.9,2.02,0.0,0.0,0.0
16,1.28,1723941360.1510224,1723941360.2313035,0,0,0,76.9,2.02,0.0,0.0,0.0
17,1.36,1723941360.2313268,1723941360.312644,0,0,0,76.9,2.02,0.0,0.0,0.0
18,1.44,1723941360.312666,1723941360.3936872,0,0,0,76.9,2.02,0.0,0.0,0.0
19,1.52,1723941360.3937101,1723941360.4747288,0,0,0,76.9,2.02,0.0,0.0,0.0
20,1.6,1723941360.4747512,1723941360.5564508,0,0,0,76.9,2.02,0.0,0.0,0.0
21,1.68,1723941360.5564735,1723941360.637863,0,0,0,76.9,2.02,0.0,0.0,0.0
22,1.76,1723941360.637884,1723941360.7184649,0,0,0,76.9,2.02,0.0,0.0,0.0
23,1.84,1723941360.718486,1723941360.7985911,0,0,0,76.9,2.02,0.0,0.0,0.0
24,1.92,1723941360.798614,1723941360.8791783,0,0,0,76.9,2.02,0.0,0.0,0.0
25,2.0,1723941360.8791986,1723941360.9604266,0,0,0,76.9,2.02,0.0,0.0,0.0
26,2.08,1723941360.9604487,1723941361.0413496,0,0,0,76.9,2.02,0.0,0.0,0.0
27,2.16,1723941361.0413704,1723941361.1225348,0,0,0,76.9,2.02,0.0,0.0,0.0
28,2.24,1723941361.1225584,1723941361.20283,0,0,0,76.9,2.02,0.0,0.0,0.0
29,2.32,1723941361.2028542,1723941361.28297,0,0,0,76.9,2.02,0.0,0.0,0.0
30,2.4,1723941361.2830179,1723941361.368112,0,0,0,76.9,2.02,0.0,0.0,0.0
31,2.49,1723941361.3681574,1723941361.4503856,0,0,0,76.9,2.02,0.0,0.0,0.0
32,2.57,1723941361.4504087,1723941361.5304875,0,0,0,76.9,2.02,0.0,0.0,0.0
33,2.65,1723941361.5305123,1723941361.6107273,0,0,0,76.8,2.02,0.0,0.0,0.0
34,2.73,1723941361.610753,1723941361.6925359,0,0,0,76.8,2.02,0.0,0.0,0.0
35,2.81,1723941361.6925585,1723941361.773904,0,0,0,76.8,2.02,0.0,0.0,0.0
36,2.89,1723941361.773932,1723941361.85404,0,0,0,76.8,2.02,0.0,0.0,0.0
37,2.97,1723941361.8540626,1723941361.9349413,0,0,0,76.8,2.02,0.0,0.0,0.0
38,3.05,1723941361.934964,1723941362.0154262,0,0,0,76.8,2.02,0.0,0.0,0.0
39,3.13,1723941362.0154498,1723941362.0977652,0,0,0,76.9,2.02,0.0,0.0,0.0
40,3.21,1723941362.0977886,1723941362.178473,0,0,0,76.9,2.02,0.0,0.0,0.0
41,3.29,1723941362.178496,1723941362.2586844,0,0,0,76.9,2.02,0.0,0.0,0.0
42,3.37,1723941362.2587125,1723941362.3392644,0,0,0,76.9,2.02,0.0,0.0,0.0
43,3.45,1723941362.3392901,1723941362.4198782,0,0,0,76.9,2.02,0.0,0.0,0.0
44,3.53,1723941362.4199011,1723941362.5015538,0,0,0,76.9,2.02,0.0,0.0,0.0
45,3.61,1723941362.501578,1723941362.5828633,0,0,0,76.8,2.02,0.0,0.0,0.0
46,3.69,1723941362.5828872,1723941362.6632726,0,0,0,76.8,2.02,0.0,0.0,0.0
47,3.77,1723941362.6633012,1723941362.7445595,0,0,0,76.8,2.02,0.0,0.0,0.0
48,3.85,1723941362.744583,1723941362.8252363,0,0,0,76.8,2.02,0.0,0.0,0.0
49,3.93,1723941362.8252606,1723941362.905779,0,0,0,76.8,2.02,0.0,0.0,0.0
50,4.01,1723941362.9058034,1723941362.9870412,0,0,0,76.8,2.02,0.0,0.0,0.0
51,4.09,1723941362.9870644,1723941363.0688908,0,0,0,76.8,2.02,0.0,0.0,0.0
52,4.17,1723941363.0689132,1723941363.1502926,0,0,0,76.8,2.02,0.0,0.0,0.0
53,4.25,1723941363.1503167,1723941363.230995,0,0,0,76.8,2.02,0.0,0.0,0.0
54,4.33,1723941363.2310176,1723941363.31226,0,0,0,76.8,2.02,0.0,0.0,0.0
55,4.41,1723941363.3122854,1723941363.392311,0,0,0,76.8,2.02,0.0,0.0,0.0
56,4.49,1723941363.3923347,1723941363.4735684,0,0,0,76.9,2.02,0.0,0.0,0.0
57,4.57,1723941363.4735916,1723941363.5553105,0,0,0,76.9,2.02,0.0,0.0,0.0
58,4.65,1723941363.555334,1723941363.6362739,0,0,0,76.8,2.02,0.0,0.0,0.0
59,4.73,1723941363.6363046,1723941363.7174098,0,0,0,76.8,2.02,0.0,0.0,0.0
60,4.81,1723941363.717439,1723941363.7988243,0,0,0,76.8,2.02,0.0,0.0,0.0
61,4.89,1723941363.798855,1723941363.8814023,0,0,0,76.8,2.02,0.0,0.0,0.0
62,4.97,1723941363.8814316,1723941363.9624195,0,0,0,76.8,2.02,0.0,0.0,0.0
63,5.05,1723941363.9624488,1723941364.0424051,0,0,0,76.8,2.02,0.0,0.0,0.0
64,5.13,1723941364.0424352,1723941364.1230104,0,0,0,76.8,2.02,0.0,0.0,0.0
65,5.21,1723941364.1230385,1723941364.2049613,0,0,0,76.8,2.02,0.0,0.0,0.0
66,5.29,1723941364.2049897,1723941364.28582,0,0,0,76.8,2.02,0.0,0.0,0.0
67,5.37,1723941364.28585,1723941364.3667192,0,0,0,76.8,2.02,0.0,0.0,0.0
68,5.45,1723941364.3667502,1723941364.4472263,0,0,0,76.8,2.02,0.0,0.0,0.0
69,5.53,1723941364.4472554,1723941364.5286195,0,0,0,76.8,2.02,0.0,0.0,0.0
70,5.61,1723941364.5286486,1723941364.6091943,0,0,0,76.8,2.02,0.0,0.0,0.0
71,5.69,1723941364.6092227,1723941364.6901877,0,0,0,76.8,2.02,0.0,0.0,0.0
72,5.77,1723941364.6902165,1723941364.7704446,0,0,0,76.8,2.02,0.0,0.0,0.0
73,5.85,1723941364.7704756,1723941364.8510437,0,0,0,76.8,2.02,0.0,0.0,0.0
74,5.93,1723941364.851066,1723941364.930872,0,0,0,76.8,2.02,0.0,0.0,0.0
75,6.01,1723941364.930896,1723941365.0125823,0,0,0,76.8,2.02,0.0,0.0,0.0
76,6.09,1723941365.012605,1723941365.0934339,0,0,0,76.8,2.02,0.0,0.0,0.0
77,6.17,1723941365.0934572,1723941365.1744707,0,0,0,76.8,2.02,0.0,0.0,0.0
78,6.25,1723941365.174492,1723941365.2550275,0,0,0,76.8,2.02,0.0,0.0,0.0
79,6.33,1723941365.25505,1723941365.3355715,0,0,0,76.8,2.02,0.0,0.0,0.0
80,6.41,1723941365.3355932,1723941365.4168074,0,0,0,76.8,2.02,0.0,0.0,0.0
81,6.49,1723941365.4168305,1723941365.4972858,0,0,0,76.8,2.02,0.0,0.0,0.0
82,6.57,1723941365.4973083,1723941365.5783625,0,0,0,76.8,2.02,0.0,0.0,0.0
83,6.65,1723941365.5783856,1723941365.6591818,0,0,0,76.8,2.02,0.0,0.0,0.0
84,6.73,1723941365.6592243,1723941365.7455797,0,0,0,76.8,2.02,0.0,0.0,0.0
85,6.82,1723941365.7456205,1723941365.8296528,0,0,0,76.8,2.02,0.0,0.0,0.0
86,6.9,1723941365.8296938,1723941365.9148169,0,0,0,76.8,2.02,0.0,0.0,0.0
87,6.99,1723941365.9148588,1723941365.9865499,0,0,0,76.8,2.02,0.0,0.0,0.0
88,7.06,1723941365.9865682,1723941366.056862,0,0,0,76.8,2.02,0.0,0.0,0.0
89,7.13,1723941366.0568998,1723941366.1296604,0,0,0,76.8,2.02,0.0,0.0,0.0
90,7.2,1723941366.1296825,1723941366.2105024,0,0,0,76.8,2.02,0.0,0.0,0.0
91,7.28,1723941366.2105277,1723941366.290917,0,0,0,76.8,2.02,0.0,0.0,0.0
92,7.36,1723941366.2909412,1723941366.3719087,0,0,0,76.8,2.02,0.0,0.0,0.0
93,7.44,1723941366.3719366,1723941366.4537003,0,0,0,76.8,2.02,0.0,0.0,0.0
94,7.52,1723941366.453725,1723941366.5356085,0,0,0,76.8,2.02,0.0,0.0,0.0
95,7.6,1723941366.5356364,1723941366.617589,0,0,0,76.8,2.02,0.0,0.0,0.0
96,7.68,1723941366.6176124,1723941366.6980555,0,0,0,76.8,2.02,0.0,0.0,0.0
97,7.76,1723941366.6980805,1723941366.7791708,0,0,0,76.8,2.02,0.0,0.0,0.0
98,7.84,1723941366.7791936,1723941366.8602471,0,0,0,76.8,2.02,0.0,0.0,0.0
99,7.92,1723941366.8602707,1723941366.941163,0,0,0,76.8,2.02,0.0,0.0,0.0
100,8.0,1723941366.9411867,1723941367.0221682,0,0,0,76.8,2.02,0.0,0.0,0.0
101,8.08,1723941367.0221941,1723941367.102393,0,0,0,76.8,2.02,0.0,0.0,0.0
102,8.16,1723941367.1024175,1723941367.1832652,0,0,0,76.8,2.02,0.0,0.0,0.0
103,8.24,1723941367.1832883,1723941367.264933,0,0,0,76.8,2.02,0.0,0.0,0.0
104,8.32,1723941367.2649558,1723941367.3461964,0,0,0,76.8,2.02,0.0,0.0,0.0
105,8.4,1723941367.346221,1723941367.426793,0,0,0,76.8,2.02,0.0,0.0,0.0
106,8.48,1723941367.4268162,1723941367.5072293,0,0,0,76.8,2.02,0.0,0.0,0.0
107,8.56,1723941367.507258,1723941367.5885777,0,0,0,76.8,2.02,0.0,0.0,0.0
108,8.64,1723941367.5886018,1723941367.669475,0,0,0,76.8,2.02,0.0,0.0,0.0
109,8.72,1723941367.6694973,1723941367.7503166,0,0,0,76.8,2.02,0.0,0.0,0.0
110,8.8,1723941367.7503426,1723941367.832118,0,0,0,76.8,2.02,0.0,0.0,0.0
111,8.88,1723941367.8321404,1723941367.9126694,0,0,0,76.8,2.02,0.0,0.0,0.0
112,8.96,1723941367.9126937,1723941367.9933646,0,0,0,76.8,2.02,0.0,0.0,0.0
113,9.04,1723941367.993388,1723941368.07424,0,0,0,76.8,2.02,0.0,0.0,0.0
114,9.12,1723941368.0742636,1723941368.1549351,0,0,0,76.8,2.02,0.0,0.0,0.0
115,9.2,1723941368.15496,1723941368.2348373,0,0,0,76.8,2.02,0.0,0.0,0.0
116,9.28,1723941368.2348611,1723941368.3148317,0,0,0,76.8,2.02,0.0,0.0,0.0
117,9.36,1723941368.3148572,1723941368.3965025,0,0,0,76.8,2.02,0.0,0.0,0.0
118,9.44,1723941368.3965268,1723941368.477631,0,0,0,76.8,2.02,0.0,0.0,0.0
119,9.52,1723941368.4776542,1723941368.5583878,0,0,0,76.8,2.02,0.0,0.0,0.0
120,9.6,1723941368.5584116,1723941368.6383328,0,0,0,76.8,2.02,0.0,0.0,0.0
121,9.68,1723941368.6383607,1723941368.7185898,0,0,0,76.8,2.02,0.0,0.0,0.0
122,9.76,1723941368.7186146,1723941368.7996986,0,0,0,76.8,2.02,0.0,0.0,0.0
123,9.84,1723941368.799722,1723941368.8814344,0,0,0,76.8,2.02,0.0,0.0,0.0
124,9.92,1723941368.8814578,1723941368.9622698,0,0,0,76.8,2.02,0.0,0.0,0.0
125,10.0,1723941368.9622939,1723941369.0431592,0,0,0,76.8,2.02,0.0,0.0,0.0
126,10.08,1723941369.0431824,1723941369.124455,0,0,0,76.8,2.02,0.0,0.0,0.0
127,10.16,1723941369.1244812,1723941369.205719,0,0,0,76.8,2.02,0.0,0.0,0.0
128,10.24,1723941369.2057426,1723941369.2864377,0,0,0,76.8,2.02,0.0,0.0,0.0
129,10.32,1723941369.28646,1723941369.367011,0,0,0,76.8,2.02,0.0,0.0,0.0
130,10.4,1723941369.3670342,1723941369.449627,0,0,0,76.8,2.02,0.0,0.0,0.0
131,10.48,1723941369.449652,1723941369.5316083,0,0,0,76.8,2.02,0.0,0.0,0.0
132,10.56,1723941369.5316353,1723941369.6142914,0,0,0,76.8,2.02,0.0,0.0,0.0
133,10.64,1723941369.6143153,1723941369.6959085,0,0,0,76.8,2.02,0.0,0.0,0.0
134,10.72,1723941369.6959312,1723941369.7762969,0,0,0,76.8,2.02,0.0,0.0,0.0
135,10.8,1723941369.7763195,1723941369.8578353,0,0,0,76.8,2.02,0.0,0.0,0.0
136,10.88,1723941369.8578577,1723941369.9386256,0,0,0,76.8,2.02,0.0,0.0,0.0
137,10.96,1723941369.938649,1723941370.0186498,0,0,0,76.8,2.02,0.0,0.0,0.0
138,11.04,1723941370.0186715,1723941370.0986683,0,0,0,76.8,2.02,0.0,0.0,0.0
139,11.12,1723941370.0986917,1723941370.1789675,0,0,0,76.8,2.02,0.0,0.0,0.0
140,11.2,1723941370.1789908,1723941370.2601,0,0,0,76.8,2.02,0.0,0.0,0.0
141,11.28,1723941370.2601237,1723941370.3420517,0,0,0,76.8,2.02,0.0,0.0,0.0
142,11.36,1723941370.3420746,1723941370.422375,0,0,0,76.8,2.02,0.0,0.0,0.0
143,11.44,1723941370.4223995,1723941370.502959,0,0,0,76.8,2.02,0.0,0.0,0.0
