,SimSec(s),StartTime(s),EndTime(s),QUEUE_LENGTH,OBJ_DETECT_REQ,MISSED_REQ,CPU_USAGE(%),MEM_USAGE(%),WAITING_IN_QUEUE(s),IMAGE_LOAD(s),OBJECT_DETECT(s)
0,0.0,1723786114.3028417,1723786114.3745966,0,0,0,71.5,2.02,0.0,0.0,0.0
1,0.07,1723786114.3746243,1723786114.4479463,0,0,0,71.5,2.02,0.0,0.0,0.0
2,0.14,1723786114.4479675,1723786114.5224679,0,0,0,71.5,2.02,0.0,0.0,0.0
3,0.21,1723786114.5224912,1723786114.5956843,0,0,0,71.5,2.02,0.0,0.0,0.0
4,0.28,1723786114.5957072,1723786114.6702127,0,0,0,71.5,2.02,0.0,0.0,0.0
5,0.35,1723786114.670236,1723786114.743468,0,0,0,71.5,2.02,0.0,0.0,0.0
6,0.42,1723786114.7434921,1723786114.81797,0,0,0,71.5,2.02,0.0,0.0,0.0
7,0.49,1723786114.8179946,1723786114.8907325,0,0,0,71.5,2.02,0.0,0.0,0.0
8,0.56,1723786114.890757,1723786114.965086,0,0,0,71.5,2.02,0.0,0.0,0.0
9,0.63,1723786114.9651098,1723786115.0389774,0,0,0,71.5,2.02,0.0,0.0,0.0
10,0.7,1723786115.038999,1723786115.1112893,0,0,0,71.5,2.02,0.0,0.0,0.0
11,0.77,1723786115.1113114,1723786115.1851916,0,0,0,71.5,2.02,0.0,0.0,0.0
12,0.84,1723786115.185215,1723786115.2586827,0,0,0,71.5,2.02,0.0,0.0,0.0
13,0.91,1723786115.258708,1723786115.3329904,0,0,0,71.5,2.02,0.0,0.0,0.0
14,0.98,1723786115.3330119,1723786115.4060335,0,0,0,71.5,2.02,0.0,0.0,0.0
15,1.05,1723786115.4060571,1723786115.4784484,0,0,0,71.5,2.02,0.0,0.0,0.0
16,1.12,1723786115.4784737,1723786115.5524118,0,0,0,71.5,2.02,0.0,0.0,0.0
17,1.19,1723786115.5524356,1723786115.627193,0,0,0,71.5,2.02,0.0,0.0,0.0
18,1.26,1723786115.6272144,1723786115.7023013,0,0,0,71.5,2.02,0.0,0.0,0.0
19,1.34,1723786115.7023244,1723786115.776648,0,0,0,71.5,2.02,0.0,0.0,0.0
20,1.41,1723786115.7766867,1723786115.854297,0,0,0,71.5,2.02,0.0,0.0,0.0
21,1.49,1723786115.8543222,1723786115.9273915,0,0,0,71.5,2.02,0.0,0.0,0.0
22,1.56,1723786115.9274142,1723786116.0005157,0,0,0,71.5,2.02,0.0,0.0,0.0
23,1.63,1723786116.0005388,1723786116.0744002,0,0,0,71.5,2.02,0.0,0.0,0.0
24,1.7,1723786116.0744216,1723786116.1473749,0,0,0,71.5,2.02,0.0,0.0,0.0
25,1.77,1723786116.1473963,1723786116.2219603,0,0,0,71.5,2.02,0.0,0.0,0.0
26,1.84,1723786116.2219834,1723786116.294605,0,0,0,71.5,2.02,0.0,0.0,0.0
27,1.91,1723786116.2946267,1723786116.3693573,0,0,0,71.5,2.02,0.0,0.0,0.0
28,1.98,1723786116.369381,1723786116.4428947,0,0,0,71.5,2.02,0.0,0.0,0.0
29,2.05,1723786116.4429169,1723786116.5164886,0,0,0,71.5,2.02,0.0,0.0,0.0
30,2.12,1723786116.5165133,1723786116.5905516,0,0,0,71.5,2.02,0.0,0.0,0.0
31,2.19,1723786116.5905745,1723786116.6651607,0,0,0,71.5,2.02,0.0,0.0,0.0
32,2.26,1723786116.6651855,1723786116.7389822,0,0,0,71.5,2.02,0.0,0.0,0.0
33,2.33,1723786116.7390058,1723786116.8113384,0,0,0,71.5,2.02,0.0,0.0,0.0
34,2.4,1723786116.8113644,1723786116.8853216,0,0,0,71.5,2.02,0.0,0.0,0.0
35,2.47,1723786116.885345,1723786116.9590003,0,0,0,71.5,2.02,0.0,0.0,0.0
36,2.54,1723786116.9590273,1723786117.0326712,0,0,0,71.5,2.02,0.0,0.0,0.0
37,2.61,1723786117.0326953,1723786117.1063576,0,0,0,71.5,2.02,0.0,0.0,0.0
38,2.68,1723786117.1063802,1723786117.1803682,0,0,0,71.5,2.02,0.0,0.0,0.0
39,2.75,1723786117.1803918,1723786117.254427,0,0,0,71.5,2.02,0.0,0.0,0.0
40,2.82,1723786117.2544513,1723786117.3268797,0,0,0,71.5,2.02,0.0,0.0,0.0
41,2.89,1723786117.3269045,1723786117.399537,0,0,0,71.5,2.02,0.0,0.0,0.0
42,2.96,1723786117.399561,1723786117.473564,0,0,0,71.5,2.02,0.0,0.0,0.0
43,3.03,1723786117.4735875,1723786117.5470452,0,0,0,71.5,2.02,0.0,0.0,0.0
44,3.1,1723786117.547069,1723786117.6211116,0,0,0,71.5,2.02,0.0,0.0,0.0
45,3.17,1723786117.6211362,1723786117.6943502,0,0,0,71.5,2.02,0.0,0.0,0.0
46,3.24,1723786117.6943746,1723786117.7673225,0,0,0,71.5,2.02,0.0,0.0,0.0
47,3.31,1723786117.7673497,1723786117.841999,0,0,0,71.5,2.02,0.0,0.0,0.0
48,3.38,1723786117.842023,1723786117.9148936,0,0,0,71.5,2.02,0.0,0.0,0.0
49,3.45,1723786117.914919,1723786117.9889503,0,0,0,71.5,2.02,0.0,0.0,0.0
50,3.52,1723786117.9889746,1723786118.0616133,0,0,0,71.5,2.02,0.0,0.0,0.0
51,3.59,1723786118.0616407,1723786118.1350448,0,0,0,71.5,2.02,0.0,0.0,0.0
52,3.66,1723786118.1350713,1723786118.2092123,0,0,0,71.5,2.02,0.0,0.0,0.0
53,3.73,1723786118.209238,1723786118.2830098,0,0,0,71.5,2.02,0.0,0.0,0.0
54,3.8,1723786118.2830343,1723786118.3576548,0,0,0,71.5,2.02,0.0,0.0,0.0
55,3.87,1723786118.3576794,1723786118.431243,0,0,0,71.5,2.02,0.0,0.0,0.0
56,3.94,1723786118.4312673,1723786118.5050614,0,0,0,71.5,2.02,0.0,0.0,0.0
57,4.01,1723786118.5050862,1723786118.5785491,0,0,0,71.5,2.02,0.0,0.0,0.0
58,4.08,1723786118.5785754,1723786118.6505,0,0,0,71.5,2.02,0.0,0.0,0.0
59,4.15,1723786118.6505253,1723786118.725321,0,0,0,71.5,2.02,0.0,0.0,0.0
60,4.22,1723786118.725344,1723786118.798872,0,0,0,71.5,2.02,0.0,0.0,0.0
61,4.29,1723786118.7988954,1723786118.8725765,0,0,0,71.5,2.02,0.0,0.0,0.0
62,4.36,1723786118.8726,1723786118.9472113,0,0,0,71.5,2.02,0.0,0.0,0.0
63,4.43,1723786118.9472554,1723786119.0261087,0,0,0,71.5,2.02,0.0,0.0,0.0
64,4.51,1723786119.0261405,1723786119.10209,0,0,0,71.5,2.02,0.0,0.0,0.0
65,4.59,1723786119.1021101,1723786119.1647701,0,0,0,71.5,2.02,0.0,0.0,0.0
66,4.65,1723786119.1647897,1723786119.229457,0,0,0,71.5,2.02,0.0,0.0,0.0
67,4.71,1723786119.2294755,1723786119.2935255,0,0,0,71.5,2.02,0.0,0.0,0.0
68,4.77,1723786119.2935443,1723786119.3574803,0,0,0,71.5,2.02,0.0,0.0,0.0
69,4.83,1723786119.3574994,1723786119.4264386,0,0,0,71.5,2.02,0.0,0.0,0.0
70,4.9,1723786119.4264622,1723786119.4988904,0,0,0,71.5,2.02,0.0,0.0,0.0
71,4.97,1723786119.4989142,1723786119.5725787,0,0,0,71.5,2.02,0.0,0.0,0.0
72,5.04,1723786119.5726018,1723786119.647466,0,0,0,71.5,2.02,0.0,0.0,0.0
73,5.11,1723786119.647494,1723786119.7217593,0,0,0,71.5,2.02,0.0,0.0,0.0
74,5.18,1723786119.7217836,1723786119.794726,0,0,0,71.5,2.02,0.0,0.0,0.0
75,5.25,1723786119.7947512,1723786119.8694005,0,0,0,71.5,2.02,0.0,0.0,0.0
76,5.32,1723786119.869426,1723786119.943153,0,0,0,71.5,2.02,0.0,0.0,0.0
77,5.39,1723786119.9431772,1723786120.015367,0,0,0,71.5,2.02,0.0,0.0,0.0
78,5.46,1723786120.0153906,1723786120.0898507,0,0,0,71.5,2.02,0.0,0.0,0.0
79,5.53,1723786120.089874,1723786120.162525,0,0,0,71.5,2.02,0.0,0.0,0.0
80,5.6,1723786120.1625493,1723786120.2356393,0,0,0,71.5,2.02,0.0,0.0,0.0
81,5.67,1723786120.235663,1723786120.3099082,0,0,0,71.5,2.02,0.0,0.0,0.0
82,5.74,1723786120.309932,1723786120.38361,0,0,0,71.5,2.02,0.0,0.0,0.0
83,5.81,1723786120.3836327,1723786120.4577365,0,0,0,71.5,2.02,0.0,0.0,0.0
84,5.88,1723786120.4577594,1723786120.530575,0,0,0,71.5,2.02,0.0,0.0,0.0
85,5.95,1723786120.5305996,1723786120.604304,0,0,0,71.5,2.02,0.0,0.0,0.0
86,6.02,1723786120.6043289,1723786120.6775908,0,0,0,71.5,2.02,0.0,0.0,0.0
87,6.09,1723786120.677616,1723786120.750793,0,0,0,71.5,2.02,0.0,0.0,0.0
88,6.16,1723786120.7508163,1723786120.8253183,0,0,0,71.5,2.02,0.0,0.0,0.0
89,6.23,1723786120.825345,1723786120.8983319,0,0,0,71.5,2.02,0.0,0.0,0.0
90,6.3,1723786120.8983574,1723786120.9716854,0,0,0,71.5,2.02,0.0,0.0,0.0
91,6.37,1723786120.9717097,1723786121.0443625,0,0,0,71.5,2.02,0.0,0.0,0.0
92,6.44,1723786121.0443873,1723786121.117812,0,0,0,71.5,2.02,0.0,0.0,0.0
93,6.51,1723786121.117838,1723786121.1907575,0,0,0,71.5,2.02,0.0,0.0,0.0
94,6.58,1723786121.1907825,1723786121.2631164,0,0,0,71.5,2.02,0.0,0.0,0.0
95,6.65,1723786121.2631412,1723786121.3374534,0,0,0,71.5,2.02,0.0,0.0,0.0
96,6.72,1723786121.3374758,1723786121.4107707,0,0,0,71.5,2.02,0.0,0.0,0.0
97,6.79,1723786121.4107964,1723786121.4845192,0,0,0,71.5,2.02,0.0,0.0,0.0
98,6.86,1723786121.4845424,1723786121.5583026,0,0,0,71.5,2.02,0.0,0.0,0.0
99,6.93,1723786121.5583365,1723786121.6311789,0,0,0,71.5,2.02,0.0,0.0,0.0
100,7.0,1723786121.631202,1723786121.7053936,0,0,0,71.5,2.02,0.0,0.0,0.0
101,7.07,1723786121.705419,1723786121.7797248,0,0,0,71.5,2.02,0.0,0.0,0.0
102,7.14,1723786121.7797494,1723786121.8536448,0,0,0,71.5,2.02,0.0,0.0,0.0
103,7.21,1723786121.8536687,1723786121.9267812,0,0,0,71.5,2.02,0.0,0.0,0.0
104,7.28,1723786121.9268062,1723786122.000252,0,0,0,71.5,2.02,0.0,0.0,0.0
105,7.35,1723786122.0002768,1723786122.0737305,0,0,0,71.5,2.02,0.0,0.0,0.0
106,7.42,1723786122.073796,1723786122.1475525,0,0,0,71.5,2.02,0.0,0.0,0.0
107,7.49,1723786122.1475797,1723786122.2211413,0,0,0,71.5,2.02,0.0,0.0,0.0
108,7.56,1723786122.2211666,1723786122.2955725,0,0,0,71.5,2.02,0.0,0.0,0.0
109,7.63,1723786122.2955966,1723786122.3700051,0,0,0,71.5,2.02,0.0,0.0,0.0
110,7.7,1723786122.3700283,1723786122.442846,0,0,0,71.5,2.02,0.0,0.0,0.0
111,7.77,1723786122.4428687,1723786122.5181916,0,0,0,71.5,2.02,0.0,0.0,0.0
112,7.85,1723786122.5182168,1723786122.5910747,0,0,0,71.5,2.02,0.0,0.0,0.0
113,7.92,1723786122.5910988,1723786122.6654484,0,0,0,71.5,2.02,0.0,0.0,0.0
114,7.99,1723786122.665471,1723786122.739011,0,0,0,71.5,2.02,0.0,0.0,0.0
115,8.06,1723786122.7390337,1723786122.8113813,0,0,0,71.5,2.02,0.0,0.0,0.0
116,8.13,1723786122.8114061,1723786122.8851433,0,0,0,71.5,2.02,0.0,0.0,0.0
117,8.2,1723786122.8851666,1723786122.9591494,0,0,0,71.5,2.02,0.0,0.0,0.0
118,8.27,1723786122.9591722,1723786123.0333107,0,0,0,71.5,2.02,0.0,0.0,0.0
119,8.34,1723786123.033335,1723786123.1072543,0,0,0,71.5,2.02,0.0,0.0,0.0
120,8.41,1723786123.1072772,1723786123.1816962,0,0,0,71.5,2.02,0.0,0.0,0.0
121,8.48,1723786123.1817183,1723786123.2540727,0,0,0,71.5,2.02,0.0,0.0,0.0
122,8.55,1723786123.2540982,1723786123.3270977,0,0,0,71.5,2.02,0.0,0.0,0.0
123,8.62,1723786123.32712,1723786123.4017239,0,0,0,71.5,2.02,0.0,0.0,0.0
124,8.69,1723786123.4017475,1723786123.4747036,0,0,0,71.5,2.02,0.0,0.0,0.0
125,8.76,1723786123.474727,1723786123.5494468,0,0,0,71.5,2.02,0.0,0.0,0.0
126,8.83,1723786123.5494695,1723786123.6228194,0,0,0,71.5,2.02,0.0,0.0,0.0
127,8.9,1723786123.6228442,1723786123.6963327,0,0,0,71.5,2.02,0.0,0.0,0.0
128,8.97,1723786123.6963558,1723786123.7701852,0,0,0,71.5,2.02,0.0,0.0,0.0
129,9.04,1723786123.7702127,1723786123.8433816,0,0,0,71.5,2.02,0.0,0.0,0.0
130,9.11,1723786123.8434052,1723786123.9162989,0,0,0,71.5,2.02,0.0,0.0,0.0
131,9.18,1723786123.916324,1723786123.9896789,0,0,0,71.5,2.02,0.0,0.0,0.0
132,9.25,1723786123.9897265,1723786124.0673845,0,0,0,71.5,2.02,0.0,0.0,0.0
133,9.33,1723786124.0674322,1723786124.1342885,0,0,0,71.5,2.02,0.0,0.0,0.0
134,9.4,1723786124.1343083,1723786124.1967556,0,0,0,71.5,2.02,0.0,0.0,0.0
135,9.46,1723786124.196795,1723786124.2658193,0,0,0,71.5,2.02,0.0,0.0,0.0
136,9.53,1723786124.2658455,1723786124.3393817,0,0,0,71.5,2.02,0.0,0.0,0.0
137,9.6,1723786124.3394065,1723786124.4133246,0,0,0,71.5,2.02,0.0,0.0,0.0
138,9.67,1723786124.4133496,1723786124.4866288,0,0,0,71.5,2.02,0.0,0.0,0.0
139,9.74,1723786124.486652,1723786124.5611978,0,0,0,71.5,2.02,0.0,0.0,0.0
140,9.81,1723786124.561223,1723786124.6346796,0,0,0,71.5,2.02,0.0,0.0,0.0
141,9.88,1723786124.6347044,1723786124.707687,0,0,0,71.5,2.02,0.0,0.0,0.0
142,9.95,1723786124.7077098,1723786124.7819035,0,0,0,71.5,2.02,0.0,0.0,0.0
143,10.02,1723786124.7819252,1723786124.8554387,0,0,0,71.5,2.02,0.0,0.0,0.0
144,10.09,1723786124.855461,1723786124.929442,0,0,0,71.5,2.02,0.0,0.0,0.0
145,10.16,1723786124.929465,1723786125.0029557,0,0,0,71.5,2.02,0.0,0.0,0.0
146,10.23,1723786125.002981,1723786125.0772064,0,0,0,71.5,2.02,0.0,0.0,0.0
147,10.3,1723786125.0772297,1723786125.1507678,0,0,0,71.5,2.02,0.0,0.0,0.0
148,10.37,1723786125.1507943,1723786125.225198,0,0,0,71.5,2.02,0.0,0.0,0.0
149,10.44,1723786125.2252245,1723786125.298224,0,0,0,71.5,2.02,0.0,0.0,0.0
150,10.51,1723786125.2982492,1723786125.3713892,0,0,0,71.5,2.02,0.0,0.0,0.0
151,10.58,1723786125.3714123,1723786125.4453337,0,0,0,71.5,2.02,0.0,0.0,0.0
152,10.65,1723786125.44536,1723786125.518609,0,0,0,71.5,2.02,0.0,0.0,0.0
153,10.72,1723786125.5186334,1723786125.593002,0,0,0,71.5,2.02,0.0,0.0,0.0
154,10.79,1723786125.593027,1723786125.6659765,0,0,0,71.5,2.02,0.0,0.0,0.0
155,10.86,1723786125.6660016,1723786125.7392614,0,0,0,71.5,2.02,0.0,0.0,0.0
156,10.93,1723786125.7392862,1723786125.8127925,0,0,0,71.5,2.02,0.0,0.0,0.0
157,11.0,1723786125.8128161,1723786125.8868299,0,0,0,71.5,2.02,0.0,0.0,0.0
158,11.07,1723786125.886853,1723786125.9610558,0,0,0,71.5,2.02,0.0,0.0,0.0
159,11.14,1723786125.9610813,1723786126.0336025,0,0,0,71.5,2.02,0.0,0.0,0.0
160,11.21,1723786126.0336266,1723786126.1071782,0,0,0,71.5,2.02,0.0,0.0,0.0
161,11.28,1723786126.1072028,1723786126.1808069,0,0,0,71.5,2.02,0.0,0.0,0.0
162,11.35,1723786126.1808317,1723786126.2542725,0,0,0,71.5,2.02,0.0,0.0,0.0
163,11.42,1723786126.2542949,1723786126.32733,0,0,0,71.5,2.02,0.0,0.0,0.0
164,11.49,1723786126.3273551,1723786126.4005256,0,0,0,71.5,2.02,0.0,0.0,0.0
165,11.56,1723786126.4005504,1723786126.4743075,0,0,0,71.5,2.02,0.0,0.0,0.0
166,11.63,1723786126.4743335,1723786126.5475674,0,0,0,71.5,2.02,0.0,0.0,0.0
167,11.7,1723786126.547592,1723786126.6219764,0,0,0,71.5,2.02,0.0,0.0,0.0
168,11.77,1723786126.6220002,1723786126.6946733,0,0,0,71.5,2.02,0.0,0.0,0.0
169,11.84,1723786126.6947024,1723786126.7685378,0,0,0,71.5,2.02,0.0,0.0,0.0
170,11.91,1723786126.768562,1723786126.8420303,0,0,0,71.5,2.02,0.0,0.0,0.0
171,11.98,1723786126.8420544,1723786126.9157958,0,0,0,71.5,2.02,0.0,0.0,0.0
172,12.05,1723786126.91582,1723786126.9910204,0,0,0,71.5,2.02,0.0,0.0,0.0
173,12.13,1723786126.9910445,1723786127.0659523,0,0,0,71.5,2.02,0.0,0.0,0.0
174,12.2,1723786127.0659804,1723786127.139198,0,0,0,71.5,2.02,0.0,0.0,0.0
175,12.27,1723786127.1392236,1723786127.2130754,0,0,0,71.5,2.02,0.0,0.0,0.0
176,12.34,1723786127.2131011,1723786127.2867818,0,0,0,71.5,2.02,0.0,0.0,0.0
177,12.41,1723786127.2868068,1723786127.3610919,0,0,0,71.5,2.02,0.0,0.0,0.0
178,12.48,1723786127.3611166,1723786127.4348297,0,0,0,71.5,2.02,0.0,0.0,0.0
179,12.55,1723786127.434854,1723786127.5070686,0,0,0,71.5,2.02,0.0,0.0,0.0
180,12.62,1723786127.5070937,1723786127.5809262,0,0,0,71.5,2.02,0.0,0.0,0.0
181,12.69,1723786127.5809512,1723786127.6552665,0,0,0,71.5,2.02,0.0,0.0,0.0
182,12.76,1723786127.65529,1723786127.7273526,0,0,0,71.5,2.02,0.0,0.0,0.0
183,12.83,1723786127.727377,1723786127.800967,0,0,0,71.5,2.02,0.0,0.0,0.0
184,12.9,1723786127.8009913,1723786127.8750694,0,0,0,71.5,2.02,0.0,0.0,0.0
185,12.97,1723786127.8750951,1723786127.9489832,0,0,0,71.5,2.02,0.0,0.0,0.0
