,SimSec(s),StartTime(s),EndTime(s),QUEUE_LENGTH,OBJ_DETECT_REQ,MISSED_REQ,CPU_USAGE(%),MEM_USAGE(%),WAITING_IN_QUEUE(s),IMAGE_LOAD(s),OBJECT_DETECT(s)
0,0.0,1723757566.0106645,1723757566.0823424,0,0,0,78.1,2.01,0.0,0.0,0.0
1,0.07,1723757566.0823698,1723757566.1562948,0,0,0,78.1,2.01,0.0,0.0,0.0
2,0.14,1723757566.1563153,1723757566.230924,0,0,0,78.1,2.01,0.0,0.0,0.0
3,0.21,1723757566.2309444,1723757566.3053794,0,0,0,78.1,2.01,0.0,0.0,0.0
4,0.28,1723757566.3054008,1723757566.3804376,0,0,0,78.1,2.01,0.0,0.0,0.0
5,0.36,1723757566.3804586,1723757566.4548655,0,0,0,78.1,2.01,0.0,0.0,0.0
6,0.43,1723757566.4548862,1723757566.529369,0,0,0,78.1,2.01,0.0,0.0,0.0
7,0.5,1723757566.5293913,1723757566.6028354,0,0,0,78.0,2.01,0.0,0.0,0.0
8,0.57,1723757566.6028552,1723757566.6774054,0,0,0,78.0,2.01,0.0,0.0,0.0
9,0.64,1723757566.6774254,1723757566.7511737,0,0,0,78.0,2.01,0.0,0.0,0.0
10,0.71,1723757566.7511945,1723757566.8258638,0,0,0,78.0,2.01,0.0,0.0,0.0
11,0.78,1723757566.8258832,1723757566.8989847,0,0,0,78.0,2.01,0.0,0.0,0.0
12,0.85,1723757566.899007,1723757566.9731133,0,0,0,78.0,2.01,0.0,0.0,0.0
13,0.92,1723757566.9731343,1723757567.0468307,0,0,0,78.0,2.01,0.0,0.0,0.0
14,0.99,1723757567.0468524,1723757567.1205852,0,0,0,78.0,2.01,0.0,0.0,0.0
15,1.06,1723757567.1206062,1723757567.1947212,0,0,0,78.0,2.01,0.0,0.0,0.0
16,1.13,1723757567.194741,1723757567.2692275,0,0,0,78.0,2.01,0.0,0.0,0.0
17,1.2,1723757567.2692492,1723757567.3426635,0,0,0,78.0,2.01,0.0,0.0,0.0
18,1.27,1723757567.3426847,1723757567.4169898,0,0,0,78.0,2.01,0.0,0.0,0.0
19,1.34,1723757567.4170094,1723757567.4911287,0,0,0,78.1,2.01,0.0,0.0,0.0
20,1.41,1723757567.4911482,1723757567.5645978,0,0,0,78.1,2.01,0.0,0.0,0.0
21,1.48,1723757567.564619,1723757567.6387365,0,0,0,78.0,2.01,0.0,0.0,0.0
22,1.55,1723757567.6387563,1723757567.7128932,0,0,0,78.0,2.01,0.0,0.0,0.0
23,1.62,1723757567.7129264,1723757567.7926402,0,0,0,78.0,2.01,0.0,0.0,0.0
24,1.7,1723757567.7926617,1723757567.866209,0,0,0,78.0,2.01,0.0,0.0,0.0
25,1.77,1723757567.866229,1723757567.94055,0,0,0,78.0,2.01,0.0,0.0,0.0
26,1.84,1723757567.940574,1723757568.0147948,0,0,0,78.0,2.01,0.0,0.0,0.0
27,1.91,1723757568.0148168,1723757568.089093,0,0,0,78.0,2.01,0.0,0.0,0.0
28,1.98,1723757568.089115,1723757568.1637359,0,0,0,78.0,2.01,0.0,0.0,0.0
29,2.05,1723757568.1637576,1723757568.2382457,0,0,0,78.0,2.01,0.0,0.0,0.0
30,2.12,1723757568.2382689,1723757568.3130927,0,0,0,78.0,2.01,0.0,0.0,0.0
31,2.19,1723757568.313116,1723757568.387258,0,0,0,78.0,2.01,0.0,0.0,0.0
32,2.26,1723757568.3872786,1723757568.461162,0,0,0,78.0,2.01,0.0,0.0,0.0
33,2.33,1723757568.461182,1723757568.534738,0,0,0,78.0,2.01,0.0,0.0,0.0
34,2.4,1723757568.53476,1723757568.609802,0,0,0,78.0,2.01,0.0,0.0,0.0
35,2.48,1723757568.6098228,1723757568.683208,0,0,0,78.0,2.01,0.0,0.0,0.0
36,2.55,1723757568.6832337,1723757568.7579463,0,0,0,78.0,2.01,0.0,0.0,0.0
37,2.62,1723757568.7579668,1723757568.8316298,0,0,0,78.0,2.01,0.0,0.0,0.0
38,2.69,1723757568.831652,1723757568.9053226,0,0,0,78.0,2.01,0.0,0.0,0.0
39,2.76,1723757568.9053438,1723757568.9785528,0,0,0,78.0,2.01,0.0,0.0,0.0
