,SimSec(s),StartTime(s),EndTime(s),QUEUE_LENGTH,OBJ_DETECT_REQ,MISSED_REQ,CPU_USAGE(%),MEM_USAGE(%),WAITING_IN_QUEUE(s),IMAGE_LOAD(s),OBJECT_DETECT(s)
0,0.0,1723800772.623973,1723800772.6960475,0,0,0,71.6,2.02,0.0,0.0,0.0
1,0.07,1723800772.6960747,1723800772.7689147,0,0,0,71.6,2.02,0.0,0.0,0.0
2,0.14,1723800772.7689357,1723800772.8421302,0,0,0,71.6,2.02,0.0,0.0,0.0
3,0.21,1723800772.8421714,1723800772.914734,0,0,0,71.6,2.02,0.0,0.0,0.0
4,0.28,1723800772.9147565,1723800772.9868348,0,0,0,71.6,2.02,0.0,0.0,0.0
5,0.35,1723800772.9868598,1723800773.059116,0,0,0,71.6,2.02,0.0,0.0,0.0
6,0.42,1723800773.0591402,1723800773.131578,0,0,0,71.6,2.02,0.0,0.0,0.0
7,0.49,1723800773.1316016,1723800773.2035956,0,0,0,71.6,2.02,0.0,0.0,0.0
8,0.56,1723800773.2036192,1723800773.2753887,0,0,0,71.6,2.02,0.0,0.0,0.0
9,0.63,1723800773.275411,1723800773.347144,0,0,0,71.6,2.02,0.0,0.0,0.0
10,0.7,1723800773.347166,1723800773.4198546,0,0,0,71.6,2.02,0.0,0.0,0.0
11,0.77,1723800773.419877,1723800773.4927652,0,0,0,71.6,2.02,0.0,0.0,0.0
12,0.84,1723800773.492789,1723800773.565411,0,0,0,71.6,2.02,0.0,0.0,0.0
13,0.91,1723800773.5654333,1723800773.638252,0,0,0,71.6,2.02,0.0,0.0,0.0
14,0.98,1723800773.6382756,1723800773.7100613,0,0,0,71.6,2.02,0.0,0.0,0.0
15,1.05,1723800773.7100835,1723800773.781927,0,0,0,71.6,2.02,0.0,0.0,0.0
16,1.12,1723800773.7819505,1723800773.8544521,0,0,0,71.6,2.02,0.0,0.0,0.0
17,1.19,1723800773.8544781,1723800773.9263961,0,0,0,71.6,2.02,0.0,0.0,0.0
18,1.26,1723800773.9264195,1723800773.9986758,0,0,0,71.6,2.02,0.0,0.0,0.0
19,1.33,1723800773.9986994,1723800774.0715082,0,0,0,71.6,2.02,0.0,0.0,0.0
20,1.4,1723800774.0715318,1723800774.1450102,0,0,0,71.6,2.02,0.0,0.0,0.0
21,1.47,1723800774.1450338,1723800774.2165823,0,0,0,71.6,2.02,0.0,0.0,0.0
22,1.54,1723800774.2166047,1723800774.2885354,0,0,0,71.6,2.02,0.0,0.0,0.0
23,1.61,1723800774.288558,1723800774.3609,0,0,0,71.6,2.02,0.0,0.0,0.0
24,1.68,1723800774.360925,1723800774.4335833,0,0,0,71.6,2.02,0.0,0.0,0.0
25,1.75,1723800774.4336052,1723800774.505506,0,0,0,71.6,2.02,0.0,0.0,0.0
26,1.82,1723800774.5055504,1723800774.581605,0,0,0,71.6,2.02,0.0,0.0,0.0
27,1.9,1723800774.581629,1723800774.65444,0,0,0,71.6,2.02,0.0,0.0,0.0
28,1.97,1723800774.654465,1723800774.726522,0,0,0,71.6,2.02,0.0,0.0,0.0
29,2.04,1723800774.7265484,1723800774.7987213,0,0,0,71.6,2.02,0.0,0.0,0.0
30,2.11,1723800774.798747,1723800774.870874,0,0,0,71.6,2.02,0.0,0.0,0.0
31,2.18,1723800774.8708987,1723800774.9427652,0,0,0,71.6,2.02,0.0,0.0,0.0
32,2.25,1723800774.9427888,1723800775.015007,0,0,0,71.6,2.02,0.0,0.0,0.0
33,2.32,1723800775.0150304,1723800775.0867462,0,0,0,71.6,2.02,0.0,0.0,0.0
34,2.39,1723800775.0867734,1723800775.1587665,0,0,0,71.6,2.02,0.0,0.0,0.0
35,2.46,1723800775.1587946,1723800775.2309177,0,0,0,71.6,2.02,0.0,0.0,0.0
36,2.53,1723800775.2309482,1723800775.3029048,0,0,0,71.6,2.02,0.0,0.0,0.0
37,2.6,1723800775.3029308,1723800775.375458,0,0,0,71.6,2.02,0.0,0.0,0.0
38,2.67,1723800775.3754828,1723800775.4475176,0,0,0,71.6,2.02,0.0,0.0,0.0
39,2.74,1723800775.4475415,1723800775.5189319,0,0,0,71.6,2.02,0.0,0.0,0.0
40,2.81,1723800775.5189583,1723800775.5908406,0,0,0,71.6,2.02,0.0,0.0,0.0
41,2.88,1723800775.5908663,1723800775.6627855,0,0,0,71.6,2.02,0.0,0.0,0.0
42,2.95,1723800775.662812,1723800775.734973,0,0,0,71.6,2.02,0.0,0.0,0.0
43,3.02,1723800775.7349982,1723800775.8064637,0,0,0,71.6,2.02,0.0,0.0,0.0
44,3.09,1723800775.8064885,1723800775.878596,0,0,0,71.6,2.02,0.0,0.0,0.0
45,3.16,1723800775.878622,1723800775.9511924,0,0,0,71.6,2.02,0.0,0.0,0.0
46,3.23,1723800775.9512177,1723800776.0230541,0,0,0,71.6,2.02,0.0,0.0,0.0
