,SimSec(s),StartTime(s),EndTime(s),QUEUE_LENGTH,OBJ_DETECT_REQ,MISSED_REQ,CPU_USAGE(%),MEM_USAGE(%),WAITING_IN_QUEUE(s),IMAGE_LOAD(s),OBJECT_DETECT(s)
0,0.0,1723836341.1216931,1723836341.1970625,0,0,0,63.2,2.02,0.0,0.0,0.0
1,0.08,1723836341.1970887,1723836341.2733119,0,0,0,63.2,2.02,0.0,0.0,0.0
2,0.16,1723836341.2733347,1723836341.348897,0,0,0,63.2,2.02,0.0,0.0,0.0
3,0.24,1723836341.3489175,1723836341.4247062,0,0,0,63.2,2.02,0.0,0.0,0.0
4,0.32,1723836341.4247284,1723836341.5007946,0,0,0,63.2,2.02,0.0,0.0,0.0
5,0.4,1723836341.5008173,1723836341.5761251,0,0,0,63.2,2.02,0.0,0.0,0.0
6,0.48,1723836341.5761502,1723836341.6516402,0,0,0,63.2,2.02,0.0,0.0,0.0
7,0.56,1723836341.6516647,1723836341.7293415,0,0,0,63.2,2.02,0.0,0.0,0.0
8,0.64,1723836341.7293642,1723836341.8044572,0,0,0,63.2,2.02,0.0,0.0,0.0
9,0.72,1723836341.804482,1723836341.8801773,0,0,0,63.2,2.02,0.0,0.0,0.0
10,0.8,1723836341.8802006,1723836341.956004,0,0,0,63.2,2.02,0.0,0.0,0.0
11,0.88,1723836341.956027,1723836342.031794,0,0,0,63.2,2.02,0.0,0.0,0.0
12,0.96,1723836342.0318165,1723836342.1075685,0,0,0,63.2,2.02,0.0,0.0,0.0
13,1.04,1723836342.1075933,1723836342.1833935,0,0,0,63.2,2.02,0.0,0.0,0.0
14,1.12,1723836342.1834161,1723836342.2598798,0,0,0,63.2,2.02,0.0,0.0,0.0
15,1.2,1723836342.2599049,1723836342.3359153,0,0,0,63.2,2.02,0.0,0.0,0.0
16,1.28,1723836342.3359375,1723836342.411902,0,0,0,63.2,2.02,0.0,0.0,0.0
17,1.36,1723836342.4119275,1723836342.4878354,0,0,0,63.2,2.02,0.0,0.0,0.0
