,SimSec(s),StartTime(s),EndTime(s),QUEUE_LENGTH,OBJ_DETECT_REQ,MISSED_REQ,CPU_USAGE(%),MEM_USAGE(%),WAITING_IN_QUEUE(s),IMAGE_LOAD(s),OBJECT_DETECT(s)
0,0.0,1723846822.0437803,1723846822.1202228,0,0,0,62.2,2.03,0.0,0.0,0.0
1,0.08,1723846822.1202476,1723846822.1972885,0,0,0,62.2,2.03,0.0,0.0,0.0
2,0.16,1723846822.197308,1723846822.2750704,0,0,0,62.2,2.03,0.0,0.0,0.0
3,0.24,1723846822.27509,1723846822.3530507,0,0,0,62.2,2.03,0.0,0.0,0.0
4,0.32,1723846822.3530693,1723846822.431545,0,0,0,62.2,2.03,0.0,0.0,0.0
5,0.4,1723846822.431564,1723846822.508852,0,0,0,62.2,2.03,0.0,0.0,0.0
6,0.48,1723846822.508873,1723846822.586365,0,0,0,62.2,2.03,0.0,0.0,0.0
7,0.56,1723846822.5863843,1723846822.6640136,0,0,0,62.2,2.03,0.0,0.0,0.0
8,0.64,1723846822.6640332,1723846822.7415693,0,0,0,62.2,2.03,0.0,0.0,0.0
9,0.72,1723846822.7415895,1723846822.8201303,0,0,0,62.2,2.03,0.0,0.0,0.0
10,0.8,1723846822.8201504,1723846822.9014325,0,0,0,62.2,2.03,0.0,0.0,0.0
11,0.88,1723846822.9014635,1723846822.983185,0,0,0,62.2,2.03,0.0,0.0,0.0
12,0.96,1723846822.9832053,1723846823.062033,0,0,0,62.2,2.03,0.0,0.0,0.0
13,1.04,1723846823.062052,1723846823.140189,0,0,0,62.2,2.03,0.0,0.0,0.0
14,1.12,1723846823.1402082,1723846823.2174134,0,0,0,62.2,2.03,0.0,0.0,0.0
15,1.2,1723846823.2174323,1723846823.2947366,0,0,0,62.2,2.03,0.0,0.0,0.0
16,1.28,1723846823.2947598,1723846823.373612,0,0,0,62.2,2.03,0.0,0.0,0.0
17,1.36,1723846823.3736324,1723846823.4516273,0,0,0,62.2,2.03,0.0,0.0,0.0
